idpoi,title,layer,type,tipo,subcategoria,address,postcode,phone,web,description,image_uri,lat,lon,mp3_uri,lang
8640,Monumento a los héroes de la Reconquista,lugares,39,Monumentos,Escultura,Plaza de la Independencia,36211,,,"Preside a Praza da Independencia, foi levantado con motivo do primeiro centenario da Reconquista de Vigo. É obra do escultor Julio González Pola.",http://www.turismodevigo.org/sites/turismodevigo/files/lug275.jpg,42.2238477213346,-8.73004545803649,,gl-ES
8641,"Monumento a los cantores, poetas y trobadores",lugares,39,Monumentos,Escultura,Paseo de Alfonso XII,36202,,,"Monumento en bronce de cor pompeia que representa unha ninfa sentada sobre un dragón. A figura alada aséntase sobre unha columna de granito pulido, de 4 metros de alto e 80 centímetros de ancho.",http://www.turismodevigo.org/sites/turismodevigo/files/lug276.jpg,42.236695526578,-8.72816888060358,,gl-ES
8642,Monumento al pescador,lugares,39,Monumentos,Escultura,Calle de San Francisco,36202,,,"Sobre un alto pedestal de dous corpos, elévase a figura dun mariñeiro vestido coa roupa de augas que sostén un remo na súa man esquerda, na fronte, unha muller cun fillo e unha ípatelaí, espera pacientemente ou mostra o froito da pesca.",http://www.turismodevigo.org/sites/turismodevigo/files/lug277.jpg,42.2366831438376,-8.72971658900318,,gl-ES
8643,Monumeto al trabajo,lugares,39,Monumentos,Escultura,Gran Vía,36203,,,"Grupo escultórico de Ramón Conde de 1991, unha das figuras claves da arte galega do s.XX. Situado ao comezo da Gran Vía, está formado por sete mariñeiros tirando dunha rede que sae dun mar representado por un estanque.",http://www.turismodevigo.org/sites/turismodevigo/files/lug278.jpg,42.2341300319509,-8.71674505059275,,gl-ES
8656,Igrexa de San Andrés de Comesaña,lugares,37,Edificios singulares,Arquitectura relixiosa,Carretera Matamá-Pazó,36213,,,"O máis destacable é, en si, o conxunto parroquial que está formado pola Igrexa, o campo da festa que a rodea, un palco, a casa parroquial e, algo máis afastada, a Casa Reitoral.",http://www.turismodevigo.org/sites/turismodevigo/files/lug292.jpg,42.1994741721369,-8.7538824107773,,gl-ES
8681,Fundación Pedro Barrié de la Maza,lugares,37,Edificios singulares,Auditorio,"Policarpo Sanz, 31",36203,986110220,www.fundacionbarrie.org/,"A Fundación Pedro Barrié de la Maza é unha entidade sen ánimo de lucro, de carácter privado, dedicada a promover o desenvolvemento de Galicia dende unha perspectiva global.",http://www.turismodevigo.org/sites/turismodevigo/files/lug317.jpg,42.2378279820797,-8.72096806541099,,gl-ES
8671,Teatro cine Fraga,lugares,37,Edificios singulares,Teatro,"Uruguay, 3-5",36201,,,"Foi deseñado para albergar un teatro e un cine de 1758 localidades, unha sala de festas, un salón de té e oficinas de aluguer.",http://www.turismodevigo.org/sites/turismodevigo/files/lug307.jpg,42.2368496611794,-8.7197763308682,,gl-ES
8672,Teatro García Barbón,lugares,37,Edificios singulares,Teatro,"Policarpo Sanz, 13",36203,,,"É unha das obras arquitectónicas máis emblemáticas da cidade. O actual edificio é consecuencia da reconstrución do antigo teatro Rosalía de Castro, incendiado en 1910 cando se celebraba un baile de carnaval.",http://www.turismodevigo.org/sites/turismodevigo/files/lug308.jpg,42.238057340574,-8.7234081251284,,gl-ES
8673,Salgueiro García Barbón,lugares,37,Edificios singulares,Arquitectura civil,Puerta del Sol,36203,,,"Edificio racionalista del arquitecto Romualdo de Madariaga, realizado en 1934 y promovido por las irmás Elena e Práxedes Salgueiro García-Barbón.",http://www.turismodevigo.org/sites/turismodevigo/files/lug309.jpg,42.2376957033825,-8.72457969850464,,gl-ES
8674,Instituto Santa Irene,lugares,37,Edificios singulares,Arquitectura civil,"Plaza de América, 7",36210,986210435,www.edu.xunta.es/centros/iessantairene/,"Trátase dunha construción con planta en forma de E, buscando unha maior iluminación e ventilación do interior.  A fachada principal segue un esquema ecléctico.",http://www.turismodevigo.org/sites/turismodevigo/files/lug310.jpg,42.2199270979685,-8.73184055509303,,gl-ES
8675,Edificio sede social Caixanova,lugares,37,Edificios singulares,Arquitectura civil,"Policarpo Sanz, 24",36201,,,"Na composición das fachadas, observamos unha retícula ordenada de vans que carecen de ornamentación. En cada planta, nos chafráns colocáronse balcóns redondeados, seguindo un esquema moi utilizado nese período.",http://www.turismodevigo.org/sites/turismodevigo/files/lug311.jpg,42.2380478602696,-8.72019562436622,,gl-ES
8676,Vigo Convention Bureau,lugares,37,Edificios singulares,Centro de congresos,"San vicente, 3",36204,986487118,www.vigoconventionbureau.com,"A Fundación Vigo Convention Bureau ten como obxectivo principal a promoción da cidade de Vigo como sede para a celebración de congresos, incentivos e todo tipo de eventos que atraian visitantes e turismo de negocio á cidade.",http://www.turismodevigo.org/sites/turismodevigo/files/lug312.jpg,42.2315389647814,-8.71241663342456,,gl-ES
8678,Auditorio de Castrelos,lugares,41,Turismo urbano,Auditorio o aire libre,Parque de Castrelos,36213,,,Espazo aberto a xeito de anfiteatro no corazón do parque de Castrelos ideal para a celebración de concertos e outros eventos ao aire libre.,http://www.turismodevigo.org/sites/turismodevigo/files/lug314.jpg,42.2139063201267,-8.7300628637897,,gl-ES
8679,Ayuntamiento de Vigo,lugares,37,Edificios singulares,Edificio público,"Praza do Rei, s/n",36202,986810100,www.hoxe.vigo.org,Sede da casa do concello da cidade de Vigo.,http://www.turismodevigo.org/sites/turismodevigo/files/lug315.jpg,42.2364146957037,-8.72649447517727,,gl-ES
8680,Auditorio del Ayuntamiento de Vigo,lugares,37,Edificios singulares,Centro de congresos,"Praza do Rei, s/n",36202,986810100,www.hoxe.vigo.org,Espazo habilitado para a realización de eventos públicos.,http://www.turismodevigo.org/sites/turismodevigo/files/lug316.jpg,42.2364332439288,-8.72677818586211,,gl-ES
8682,Sala de Congresos (auditorio) de la Ciudad Universitaria de Vigo,lugares,37,Edificios singulares,Auditorio,Campus Universidade de Vigo,36310,986813639,www.uvigo.es/uvigo_es/administracion/extension/,Espazo habilitado para a realización de eventos públicos.,http://www.turismodevigo.org/sites/turismodevigo/files/lug318.jpg,42.169749872297,-8.68545128291619,,gl-ES
8670,Biblioteca de la Facultad de Ciencias jurídicas,lugares,37,Edificios singulares,Biblioteca,Campus Universidade de Vigo,36310,986812658,www.uvigo.es/uvigo_es/Centros/vigo/lagoas_marcosende/fac_ciencias_xuridicas.html,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug306.jpg,42.1676576455584,-8.68285424724108,,gl-ES
8669,Biblioteca de la E.T.S. de Ingenieros de Telecomunicaciones,lugares,37,Edificios singulares,Biblioteca,Campus Universidade de Vigo,36310,986812105,www.teleco.uvigo.es/,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug305.jpg,42.1696931749901,-8.68825124573733,,gl-ES
8658,Igrexa de la Inmaculada Concepción,lugares,37,Edificios singulares,Arquitectura relixiosa,Calle del Cronista J. Espinosa,36205,,,"Esta Igrexa, situada no popular barrio do Calvario, segue unha liña arquitectónica inspirada en Le Corbusier.",http://www.turismodevigo.org/sites/turismodevigo/files/lug294.jpg,42.2322826043943,-8.7003524420609,,gl-ES
8657,Igrexa de Freixeiro,lugares,37,Edificios singulares,Arquitectura relixiosa,Parroquia de O Freixeiro,36210,,,Igrexa dunha soa nave de planta rectangular. O presbiterio ten bóveda de pedra; os muros que sosteñen esta presentan unha serie de sepulcros.,http://www.turismodevigo.org/sites/turismodevigo/files/lug293.jpg,42.2176868684656,-8.7274456961174,,gl-ES
8659,Biblioteca Caixanova. Calvario,lugares,37,Edificios singulares,Biblioteca,"Calle Portela 6, 1º",36205,986252435,,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug295.jpg,42.2307559884331,-8.70172942221668,,gl-ES
8660,Biblioteca Caixanova. Travesas,lugares,37,Edificios singulares,Biblioteca,Plaza de América 3- entresuelo,36208,986231518,,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug296.jpg,42.2208941029241,-8.73344806069799,,gl-ES
8661,Biblioteca Central,lugares,37,Edificios singulares,Biblioteca,"Joaquín Yánez, 6",36202,986229074,http://rbgalicia.xunta.es/vigo/,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug297.jpg,42.238679252679,-8.72534375397711,,gl-ES
8662,Biblioteca de la Cámara de Comercio de Vigo,lugares,37,Edificios singulares,Biblioteca,"República Argentina, 18",36201,986446343,http://www.camaravigo.com,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug298.jpg,42.2365969972409,-8.71877215510236,,gl-ES
8663,Biblioteca de la Fundación,lugares,37,Edificios singulares,Biblioteca,"Plaza de la Princesa, 2",36202,986226459,,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug299.jpg,42.2383160280706,-8.7256823195269,,gl-ES
8664,Biblioteca Centro Cultural Caixanova,lugares,37,Edificios singulares,Biblioteca,"Policarpo Sánz, 13",36202,986447369,,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug300.jpg,42.2378912174353,-8.72342661117205,,gl-ES
8665,Biblioteca del Centro Oceanográfico de Vigo,lugares,37,Edificios singulares,Biblioteca,Subida a Radio Faro 50-52,36390,986492111,www.ieo.es/biblioteca.html,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug301.jpg,42.1839418974653,-8.81311310160395,,gl-ES
8666,Biblioteca del Instituto de Investigaciones Marinas,lugares,37,Edificios singulares,Biblioteca,"Eduardo Cabello, 6",36208,986214454,www.iim.csic.es/,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug302.jpg,42.2258258094774,-8.75221907436888,,gl-ES
8667,"Biblioteca del Museo Etnográfico, Fundación Liste",lugares,37,Edificios singulares,Biblioteca,"Pastora, 22",36210,986244698,www.museoliste.org/index.php?pag=fundacion,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug303.jpg,42.2179067345851,-8.73104669745821,,gl-ES
8668,Biblioteca de la Facultad de Ciencias del Mar y Biología,lugares,37,Edificios singulares,Biblioteca,Campus Universidade de Vigo,36310,986812552,www.facultadeccdomar.es/,Sala de lectura e servizo de préstamo de gran demanda e crecente utilización.,http://www.turismodevigo.org/sites/turismodevigo/files/lug304.jpg,42.1677211171346,-8.68513460688203,,gl-ES
8603,Faro de Bicos,lugares,36,Cies,Faro,Isla del Medio o del Faro - Islas Cíes,36211,,,O faro funciona con enerxía solar e xunto a el empeza a zona de reserva de aves mariñas. As vistas de acantilados dende a súa situación fan que a súa visita pague a pena. Está datado en 1918.,http://www.turismodevigo.org/sites/turismodevigo/files/lug238.jpg,42.19156442657,-8.890856040937,,gl-ES
8602,Faro de Cíes,lugares,36,Cies,Faro,"Illa do Faro, Islas Cíes",36211,,,"Sitúase no punto máis alto da illa do Medio, foi construído entre 1851 e 1853 e está a 178 metros de altura sobre o nivel do mar.",http://www.turismodevigo.org/sites/turismodevigo/files/lug237.jpg,42.2141914894239,-8.91480704742764,,gl-ES
8601,Faro de A Porta,lugares,36,Cies,Faro,"Illa do Faro, Islas Cíes",36211,,,O faro funciona con enerxía solar e xunto a el empeza a zona de reserva de aves mariñas. As vistas de acantilados dende a súa situación fan que a súa visita pague a pena. Está datado en 1918.,http://www.turismodevigo.org/sites/turismodevigo/files/lug236.jpg,42.2122167379365,-8.91289195374303,,gl-ES
8604,Faro do Peito ou Monte Agudo,lugares,36,Cies,Faro,Illa de Monteagudo o Isla Norte - Islas Cíes,36211,,,"Este faro, datado en 1904, serve para marcar a entrada norte da Ría de Vigo xunto cos faros de Cabo Home na Costa do Morrazo. Encóntrase no límite da illa Norte.",http://www.turismodevigo.org/sites/turismodevigo/files/lug239.jpg,42.2435449662904,-8.90313444061437,,gl-ES
8600,O Baluarte,lugares,44,Praias,Praias,,36212,,,"Praia de area fina, aberta ao océano e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 120 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug235.jpg,42.2049814680749,-8.77851888587136,,gl-ES
8587,Mende,lugares,44,Praias,Praias,,36216,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 90 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug222.jpg,42.2632641196779,-8.68094457281179,,gl-ES
8605,Jardines de Elduayen,lugares,42,Xardíns urbanos,Parque,Calle Montero Ríos,36201,,,"Estes xardíns eran, orixinalmente, de estilo inglés pero as sucesivas remodelacións ás que foron sometidos modificaron a súa característica inicial. Nos xardíns encóntrase a escultura de Elduayen realizada por Agustín Querol.",http://www.turismodevigo.org/sites/turismodevigo/files/lug240.jpg,42.2408126035468,-8.72236639593876,,gl-ES
8606,Teis-A Madroa,lugares,43,Parques forestais,Parque,Teis,36217,,,"Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Nos 40000 metros cadrados de superficie que ocupa encontraremos: bar, fonte, miradoiro, mesas e barbacoas. É posible acceder en bus urbano.",http://www.turismodevigo.org/sites/turismodevigo/files/lug241.jpg,42.2484658385024,-8.66510623773347,,gl-ES
8607,Beade,lugares,43,Parques forestais,Parque,Beade,36212,,,"Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Nos 93000 metros cadrados de superficie que ocupa encontraremos: bar, restaurante, fonte, miradoiro, teléfono público e barbacoas.",http://www.turismodevigo.org/sites/turismodevigo/files/lug242.jpg,42.1757600108278,-8.6906895026165,,gl-ES
8608,Zamáns,lugares,43,Parques forestais,Parque,Zamáns,36310,,,"Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Nos 50000 metros cadrados de superficie que ocupa encontraremos: refuxio, fonte, monumento, mesas e barbacoas.",http://www.turismodevigo.org/sites/turismodevigo/files/lug243.jpg,42.1525871661828,-8.68106464853863,,gl-ES
8599,Espedrigada,lugares,44,Praias,Praias,,36212,,,Praia de area fina e resgardada cunha ocupación media na época de verán. A súa lonxitude aproximada é de 75 metros.,http://www.turismodevigo.org/sites/turismodevigo/files/lug234.jpg,42.2194375230757,-8.77704552053948,,gl-ES
8598,A Sobreira,lugares,44,Praias,Praias,,36390,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 200 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug233.jpg,42.1900904979595,-8.80888061101316,,gl-ES
8588,Espiñeiro,lugares,44,Praias,Praias,O Espiñeiro,36207,,,"Praia de area fina, resgardada do vento e cunha ocupación baixa na época de verán. A súa lonxitude aproximada é de 35 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug223.jpg,42.2535860581348,-8.70502424222812,,gl-ES
8589,Fontán ou Muiños,lugares,44,Praias,Praias,,36392,,,"Praia de area fina, resgardada do vento e cunha ocupación baixa na época de verán. A súa lonxitude aproximada é de 50 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug224.jpg,42.1653152704122,-8.81765892120421,,gl-ES
8590,Playa de San Martiño,lugares,36,Cies,Praias,"Illa de San Martiño, Islas Cíes",36211,,,Praia aberta cunha ocupación alta na época de verán. A súa lonxitude aproximada é de 500 metros e está galardoada coa bandeira azul.,http://www.turismodevigo.org/sites/turismodevigo/files/lug225.jpg,42.2013813991292,-8.904989325854,,gl-ES
8591,Nosa Señora,lugares,36,Cies,Praias,"Illa do Faro, Islas Cíes",36211,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 130 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug226.jpg,42.2159549819256,-8.90303979922385,,gl-ES
8593,Areiña,lugares,36,Cies,Praias,"Illa do Faro, Islas Cíes",36211,,,"Praia de area fina, resgardada do vento e cunha ocupación baixa na época de verán. A súa lonxitude aproximada é de 40 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug228.jpg,42.2270671183612,-8.89761741239897,,gl-ES
8594,Area Grande do Mixueiro,lugares,36,Cies,Praias,"Illa de Monteagudo, Islas Cíes",36211,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 30 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug229.jpg,42.2272856804418,-8.89660195990717,,gl-ES
8595,Playa Figueiras,lugares,36,Cies,Praias,"Illa de San Martiño, Islas Cíes",36211,,,Praia aberta cunha ocupación alta na época de verán. A súa lonxitude aproximada é de 300 metros e está galardoada coa bandeira azul.,http://www.turismodevigo.org/sites/turismodevigo/files/lug230.jpg,42.2303072518779,-8.90090679216474,,gl-ES
8596,Area de Freixeiros,lugares,36,Cies,Praias,"Illa do Faro, Islas Cíes",36211,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 270 metros.",,42.2289335893848,-8.89867566474834,,gl-ES
8597,Playa das Margaritas,lugares,36,Cies,Praias,"Illa do Faro, Islas Cíes",36211,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 40 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug232.jpg,42.2370328651189,-8.90119976041642,,gl-ES
8609,Bembrive,lugares,43,Parques forestais,Parque,Bembrive,36313,,,"Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Nos 99710 metros cadrados de superficie que ocupa encontraremos: bar, fonte, miradoiro, servizos sanitarios, mesas e barbacoas.",http://www.turismodevigo.org/sites/turismodevigo/files/lug244.jpg,42.2030862468226,-8.66739815381071,,gl-ES
8610,Bandeira - Cabral,lugares,43,Parques forestais,Parque,Cabral,36218,,,"Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Nos 99700 metros cadrados de superficie que ocupa encontraremos: bar, restaurante, fonte, miradoiro, servizos sanitarios, teléfono público e barbacoas.",http://www.turismodevigo.org/sites/turismodevigo/files/lug245.jpg,42.2389238774838,-8.63552687852401,,gl-ES
8623,Cristo de la Victoria,lugares,39,Monumentos,Talla relixiosa,Plaza de la Colegiata,36202,986441667,www.cristodevigo.es,"Durante case 200 anos o Cristo da Vitoria espertou paixón entre os vigueses porque para eles, esta imaxe é algo máis que a representación de Xesucristo Crucificado.",,42.23925962889,-8.72593478853809,,gl-ES
8624,El Nadador,lugares,39,Monumentos,Escultura,Rúa das Avendias,36202,,,"Obra de Francisco Leiro situada no ámbito marítimo, é unha obra de bronce con nadadores que se mergullan no cemento da rúa e outras pezas máis abstractas.",http://www.turismodevigo.org/sites/turismodevigo/files/lug259.jpg,42.2406549101768,-8.72612391461795,,gl-ES
8625,El Rapto de Europa,lugares,39,Monumentos,Escultura,Avda. de Samil,36212,,,"Esta figura simboliza o Rapto de Europa; aparece o deus Zeus transformado en touro e sobre el a deusa da mitoloxía grega, Europa, coa bandeira da UE. Ten 7 metros de alto e pesa 1500 kg.",http://www.turismodevigo.org/sites/turismodevigo/files/lug260.jpg,42.2113098456578,-8.77428884345071,,gl-ES
8586,A Punta,lugares,44,Praias,Praias,,36207,,,Praia duns 200 metros de lonxitude galardoada con bandeira azul. É un areal resgardado ideal para o baño.,http://www.turismodevigo.org/sites/turismodevigo/files/lug221.jpg,42.2599407888135,-8.69706639557289,,gl-ES
8626,El Sireno,lugares,39,Monumentos,Escultura,Porta do Sol,36203,,,"Obra do escultor Francisco Leiro, situada na Puerta do Sol. Está realizada en aluminio sobre columnas de granito negro pulido. Instalado en 1991, a figura representa un personaxe imaxinario híbrido de peixe e home.",http://www.turismodevigo.org/sites/turismodevigo/files/lug261.jpg,42.2377922371969,-8.72492835237328,,gl-ES
8627,La Farola,lugares,39,Monumentos,Escultura,Calle Urzaiz esquina Calle Príncipe,36202,,,"Obra de Jenaro de la Fuente, situada na confluencia entre as rúas Príncipe, Urzáiz e Colón, data do século XX. Trasladada a Bouzas en 1972 pola celebración en Vigo da I Feira Mundial de Pesca. Actualmente encóntrase no seu lugar orixinal.",http://www.turismodevigo.org/sites/turismodevigo/files/lug262.jpg,42.2359751013972,-8.72024712297229,,gl-ES
8628,La Puerta del Atlántico,lugares,39,Monumentos,Escultura,Plaza América,36208,,,Este monumento é unha homenaxe aos emigrantes galegos que saíron do noso Porto cara a América. Realizado por Silverio Rivas. Está composto por tres elementos complementarios por proceder os tres dun mesmo bloque granítico.,http://www.turismodevigo.org/sites/turismodevigo/files/lug263.jpg,42.220622993332,-8.73270617611111,,gl-ES
8629,Los Caballos,lugares,39,Monumentos,Escultura,Plaza de España,36203,,,"Grupo escultórico en bronce de Juan José Oliveira que preside a Praza de España, representa un grupo de 5 cabalos ascendendo por unha fervenza. O conxunto pesa 40 toneladas e alcanza os 18 metros. Complétase cun estanque de 10 m. de diámetro.",http://www.turismodevigo.org/sites/turismodevigo/files/lug264.jpg,42.2293336577472,-8.7194393848106,,gl-ES
8630,Monumento a Curros Enríquez,lugares,39,Monumentos,Escultura,Monte do Castro,36203,,,"Trátase dun busto do escritor sobre unha base trapezoidal historiada e situada, á súa vez, sobre unha base graduada; na fronte pódese ver un baixorrelevo dunha musa galega da poesía.",http://www.turismodevigo.org/sites/turismodevigo/files/lug265.jpg,42.2328429056591,-8.72626162231902,,gl-ES
8631,Monumento a Elduayen,lugares,39,Monumentos,Escultura,Jardines de las Avenidas,36201,,,"Situado nos xardíns de Las Avenidas, foi inaugurado en 1896. O pedestal, obra de Jenaro de la Fuente, é de estilo neogrego e consta dun zócolo cuadrangular graduado con catro dados nos vértices.",http://www.turismodevigo.org/sites/turismodevigo/files/lug266.jpg,42.2407695519881,-8.72190735798718,,gl-ES
8622,Fundación Sales,lugares,38,Museos,Fundación,"Avda. de Europa, 52",36212,986240882,www.fundacionsales.org,"Un espazo íntimo, romántico, exótico e vital. Un refuxio para o corpo e o espírito de imprescindible visita.",http://www.turismodevigo.org/sites/turismodevigo/files/lug257.jpg,42.2152064689806,-8.76319669812673,,gl-ES
8621,Fundación Pedro Barrié de la Maza,lugares,38,Museos,Fundación,"Policarpo Sanz, 31",36203,986110220,,"A Fundación Pedro Barrié de la Maza é unha entidade sen ánimo de lucro, de carácter privado, dedicada a promover o desenvolvemento de Galicia dende unha perspectiva global.",http://www.turismodevigo.org/sites/turismodevigo/files/lug256.jpg,42.2378264247316,-8.72091580258333,,gl-ES
8611,San Andrés de Comesaña,lugares,43,Parques forestais,Parque,San Andrés de Comesaña,36213,,,Trátase dun grande espazo verde situado nas proximidades da cidade de Vigo. Ocupa unha extensión de 29200 metros cadrados.,http://www.turismodevigo.org/sites/turismodevigo/files/lug246.jpg,42.1881471298145,-8.75298935320139,,gl-ES
8612,Vixiador - Candeán,lugares,43,Parques forestais,Parque,Monte Pequeno,36217,,,"Conta cunha extensión de dezaoito hectáreas e media polas que se reparten toda a variedade de especies arbóreas, arbustivas e faunísticas enunciadas ofrecendo ao visitante un espazo axeitado para os seus momentos de ocio e esparexemento.",http://www.turismodevigo.org/sites/turismodevigo/files/lug247.jpg,42.2524396042282,-8.65085620149623,,gl-ES
8613,O Castro de Vigo,lugares,38,Museos,Xacemento,Monte O Castro,36202,,,íO Castro de Vigo. A Orixe da cidadeí é un depósito arqueolóxico de 1.800 metros cadrados que inclúe a reconstrución de tres edificacións castrexas dun dos poboados máis extensos e evolucionados de Galicia.,http://www.turismodevigo.org/sites/turismodevigo/files/lug248.jpg,42.2317763288229,-8.72789663951502,,gl-ES
8614,Centro arqueológico Salinae,lugares,38,Museos,Xacemento,"Rosalía de Castro, 21",36201,986247691,www.museodomar.com/salinae/,A exposición propón un percorrido para coñecer a historia da única salina mariña por evaporación solar conservada e musealizada de todo o Imperio Romano.,http://www.turismodevigo.org/sites/turismodevigo/files/lug249.jpg,42.2383185372312,-8.71744364020964,,gl-ES
8616,Casa Galega da Cultura,lugares,38,Museos,Centro de estudio,Plaza de la Princesa,36202,986226459,,Centro no que se concitan a programación de actividades artísticas e literarias coa existencia dun fondo bibliográfico e museográfico altamente cualificado no que se refire ao estudo da realidade histórica e actual de Galicia.,http://www.turismodevigo.org/sites/turismodevigo/files/lug251.jpg,42.2381550515181,-8.72605800374697,,gl-ES
8617,Archivo fotográfico Pacheco,lugares,38,Museos,Arquivo,"Policarpo Sanz, 15",36202,986435121,,O arquivo Pacheco representa a máis completa colección de recursos fotográficos de titularidade pública sobre a cidade de Vigo.,http://www.turismodevigo.org/sites/turismodevigo/files/lug252.jpg,42.2377800440228,-8.72294674960066,,gl-ES
8618,Centro Cultural Novagalicia,lugares,38,Museos,Centro Cultural,"Policarpo Sanz, 13",36203,986828200,www.servinova.com,"O 22 de marzo de 1984 se inaugúrase o Centro Cultural Caixanova, converténdose nun dos proxectos culturais máis importantes realizados por unha entidade bancaria en España.",http://www.turismodevigo.org/sites/turismodevigo/files/lug253.jpg,42.2378348079872,-8.72342271126004,,gl-ES
8619,Centro Cultural Novagalicia,lugares,38,Museos,Centro Cultural,"Policarpo Sanz, 21, 2º",36202,986815077,www.obrasocialncg.com,"A Obra Social de Novagalicia ten o obxectivo de mellorar a calidade de vida da poboación, fomentando a participación, o voluntariado, o asociacionismo e achegando as novas tecnoloxías ao conxunto da sociedade.",http://www.turismodevigo.org/sites/turismodevigo/files/lug254.jpg,42.2377928866386,-8.7220676669618,,gl-ES
8620,Centro Social Novagalicia,lugares,38,Museos,Centro Social,"Policarpo Sanz, 24-26",36203,986828200,www.coleccioncaixanova.com,"É un edificio multifuncional, concibido co fin de que os seus espazos poidan ser utilizados por entidades públicas e privadas, así como por organizacións non gobernamentais que desempeñen actividades acordes coa filosofía do Centro.",http://www.turismodevigo.org/sites/turismodevigo/files/lug255.jpg,42.2374215635812,-8.72251540931047,,gl-ES
8632,Monumento a Julio Verne,lugares,39,Monumentos,Escultura,Rúa das Avendias,36202,,,"Trátase dunha homenaxe á cidade de Vigo realizada a Julio Verne (realizada no centenario da súa morte) pola mención á urbe viguesa no seu libro de ""20000 leguas de viaxe Submarina""",http://www.turismodevigo.org/sites/turismodevigo/files/lug267.jpg,42.241240136011,-8.72292170802367,,gl-ES
8585,O Adro,lugares,44,Praias,Praias,,36208,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 450 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug220.jpg,42.2263713722495,-8.75417957651922,,gl-ES
8584,Carril,lugares,44,Praias,Praias,A Igrexa,36202,,,"Praia de area fina, resgardada aínda que en ocasións pode presentar unha ondada moderada. Ten unha ocupación baixa na época de verán. A súa lonxitude aproximada é de 600 metros e está galardoada coa bandeira azul.",http://www.turismodevigo.org/sites/turismodevigo/files/lug219.jpg,42.2233016181718,-8.76369572334447,,gl-ES
8583,Santa Baia,lugares,44,Praias,Praias,,36202,,,"Praia de area fina, resgardada do vento e cunha ocupación media na época de verán. A súa lonxitude aproximada é de 230 metros.",http://www.turismodevigo.org/sites/turismodevigo/files/lug218.jpg,42.2230587864556,-8.76730337341949,,gl-ES
8546,Igrexa del Carmen,lugares,37,Edificios singulares,Arquitectura relixiosa,"Paseo Padre Lorenzo, 2",36211,,,"Os terreos sobre os que se asenta a Igrexa foron doados por Doña Paula Gómez Curieses, nos anos 1936 -1939. A primeira pedra foi colocada en 1951, o 18 de marzo.",http://www.turismodevigo.org/sites/turismodevigo/files/lug178.jpg,42.2236778929434,-8.73171296966416,,gl-ES
